***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: NEWAVE     - Versao FPHA_NEWAVE                             *
*                                                                     *
***********************************************************************


____________________________________________________________________

 PMO - AGOSTO - 2024 - sombra Hibrido - NW Versao 29.4                           
____________________________________________________________________

----------------------------
Cortes da Evaporacao linear.                                                    
----------------------------
-----------------------------------------------------------------------------------------
IPER;       Indice do periodo                                                                                                                                                                           
USIH;       Numero de cadastro da usina hidroeletrica                                                                                                                                                   
NomeUsih;   Nome de cadastro da usina hidroeletrica                                                                                                                                                     
Der. Area;  Derivada do polinomio Area X Cota pela Cota.                                                                                                                                                
Der. Cota;  Derivada do polinomio Cota X Volume pelo Volume.                                                                                                                                            
Vol. Ref.;  Volume de referencia para a montagem da equacao linear para a evaporacao                                                                                                                    
Evap. Ref.; Evaporacao de referencia para a montagem da equacao linear para a evaporacao.                                                                                                               
Coef. Vol.; Coeficiente para o volume na equacao de evaporacao linear.                                                                                                                                  
Rhs. Vol.;  RHS da equacao de evaporacao linear.                                                                                                                                                        
-----------------------------------------------------------------------------------------

@Tabela
-----;-----;--------------;----------------------;----------------------;-----------;-----------;-----------------;------------;
IPER ;USIH ;   NomeUsih   ;      Der. Area       ;      Der. Cota       ; Vol. Ref. ;Evap. Ref. ;   Coef. Vol.    ; Rhs. Vol.  ;
  -  ;  -  ;      -       ;        km2/m         ;        m/hm3         ;    HM3    ;    HM3    ;      1/hm3      ;    hm3     ;
-----;-----;--------------;----------------------;----------------------;-----------;-----------;-----------------;------------;
  63 ; 078 ; SALTO OSORIO ;         0.0000000000 ;         0.0000000000 ;  1090.90  ;     2.86  ;    0.0000000000 ;     2.8560 ;
  63 ; 082 ; SALTO CAXIAS ;         0.0000000000 ;         0.0000000000 ;  3472.49  ;     6.93  ;    0.0000000000 ;     6.9301 ;
  63 ; 169 ; SOBRADINHO   ;       293.1382002506 ;         0.0003409140 ; 19781.50  ;   169.95  ;    0.0030480151 ;    82.5616 ;
  63 ; 172 ; ITAPARICA    ;        41.4330468420 ;         0.0014443641 ;  9008.00  ;    33.69  ;    0.0014063436 ;    28.7011 ;
  63 ; 176 ; COMP PAF-MOX ;         0.0000000000 ;         0.0000000000 ;  1212.00  ;    10.01  ;    0.0000000000 ;    10.0110 ;
  63 ; 178 ; XINGO        ;         0.0000000000 ;         0.0000000000 ;  3773.00  ;     2.82  ;    0.0000000000 ;     2.8200 ;
  63 ; 294 ; FICT.QUEIMAD ;         2.8833206884 ;         0.0312876246 ;   326.12  ;     0.71  ;    0.0009472287 ;     0.2725 ;
  63 ; 295 ; FICT.TRES MA ;        31.4633492301 ;         0.0013346488 ; 11889.00  ;    20.10  ;    0.0005878953 ;    11.1152 ;
  63 ; 308 ; FICT.RETIRO  ;         3.4001211534 ;         0.0489356309 ;   221.15  ;     0.19  ;    0.0007487418 ;     0.1612 ;
  63 ; 154 ; ITAPEBI      ;         0.0000000000 ;         0.0000000000 ;  1613.07  ;    -0.62  ;    0.0000000000 ;    -0.6158 ;
  63 ; 298 ; FICT.IRAPE   ;         2.1079490813 ;         0.0099372161 ;  4115.93  ;     2.91  ;    0.0003037336 ;     1.7850 ;
  63 ; 189 ; P. CAVALO    ;         3.7593060666 ;         0.0089302412 ;  2663.00  ;     1.11  ;    0.0001678575 ;     0.9550 ;
  63 ; 190 ; B. ESPERANCA ;        16.0570709609 ;         0.0031498043 ;  4129.00  ;    20.60  ;    0.0016184522 ;    17.5013 ;
  63 ; 204 ; CACH.CALDEIR ;         0.0000000000 ;         0.0000000000 ;   225.34  ;     1.17  ;    0.0000000000 ;     1.1690 ;
  63 ; 267 ; ESTREITO TOC ;         0.0000000000 ;         0.0000000000 ;  4944.50  ;     2.36  ;    0.0000000000 ;     2.3600 ;
  63 ; 275 ; TUCURUI      ;       106.0913177178 ;         0.0004736877 ; 30784.00  ;     8.36  ;    0.0001005083 ;     4.4424 ;
  63 ; 277 ; BALBINA      ;       194.8313524008 ;         0.0004718663 ; 14859.06  ;    48.78  ;    0.0010572450 ;    37.8929 ;
  63 ; 280 ; COARACY NUNE ;         0.0000000000 ;         0.0000000000 ;   135.38  ;     0.87  ;    0.0000000000 ;     0.8748 ;
  63 ; 284 ; FERREIRA GOM ;         0.0000000000 ;         0.0000000000 ;   123.31  ;     0.50  ;    0.0000000000 ;     0.4978 ;
  63 ; 286 ; STO ANT JARI ;         0.0000000000 ;         0.0000000000 ;   133.09  ;     1.20  ;    0.0000000000 ;     1.2032 ;
  63 ; 291 ; FICT.SERRA M ;        29.4435656801 ;         0.0012264794 ; 23043.75  ;    13.75  ;    0.0002888954 ;     6.8801 ;
  63 ; 292 ; FICT.CANA BR ;         0.0000000000 ;         0.0000000000 ;  2237.79  ;     2.50  ;    0.0000000000 ;     2.4966 ;
  63 ; 302 ; FICT.LAJEADO ;         0.0000000000 ;         0.0000000000 ;  5003.06  ;     5.63  ;    0.0000000000 ;     5.6340 ;
  63 ; 303 ; FICT.PEIXE A ;        29.1215800594 ;         0.0038346431 ;  2476.85  ;     2.91  ;    0.0006141898 ;     2.5818 ;
  63 ; 306 ; FICT.SAO SAL ;         0.0000000000 ;         0.0000000000 ;   936.28  ;     1.56  ;    0.0000000000 ;     1.5600 ;
  63 ; 314 ; PIMENTAL     ;         0.0000000000 ;         0.0000000000 ;  2276.29  ;     0.00  ;    0.0000000000 ;     0.0000 ;
  63 ; 272 ; CURUA-UNA    ;        10.7935080385 ;         0.0137812030 ;   367.50  ;     0.72  ;    0.0007437376 ;     0.3757 ;
  63 ; 288 ; BELO MONTE   ;         0.0000000000 ;         0.0000000000 ;  2276.29  ;     2.92  ;    0.0000000000 ;     2.9183 ;
  64 ; 004 ; FUNIL-GRANDE ;         0.0000000000 ;         0.0000000000 ;   265.86  ;     1.58  ;    0.0000000000 ;     1.5838 ;
  64 ; 020 ; BATALHA      ;         5.8940005919 ;         0.0101846664 ;  1105.83  ;     4.30  ;    0.0012605970 ;     2.5949 ;
  64 ; 021 ; SERRA FACAO  ;         5.2241999571 ;         0.0060560175 ;  3475.50  ;     5.50  ;    0.0005536623 ;     3.5950 ;
  64 ; 027 ; CAPIM BRANC1 ;         0.9244795913 ;         0.0586900982 ;   234.70  ;     1.19  ;    0.0010308982 ;     1.1741 ;
  64 ; 028 ; CAPIM BRANC2 ;         0.0000000000 ;         0.0000000000 ;   867.55  ;     2.17  ;    0.0000000000 ;     2.1704 ;
  64 ; 029 ; CORUMBA IV   ;         5.7629394348 ;         0.0072726664 ;  3322.30  ;     4.89  ;    0.0006705910 ;     4.3688 ;
  64 ; 048 ; PIRAJU       ;         0.0000000000 ;         0.0000000000 ;   105.42  ;     0.82  ;    0.0000000000 ;     0.8160 ;
  64 ; 066 ; ITAIPU       ;         0.0000000000 ;         0.0000000000 ; 27914.01  ;    74.01  ;    0.0000000000 ;    74.0133 ;
  64 ; 131 ; NILO PECANHA ;         0.0000000000 ;         0.0000000000 ;     9.00  ;     0.00  ;    0.0000000000 ;     0.0000 ;
  64 ; 132 ; FONTES       ;         0.0000000000 ;         0.0000000000 ;   393.81  ;     0.00  ;    0.0000000000 ;     0.0000 ;
  64 ; 141 ; BAGUARI      ;         0.0000000000 ;         0.0000000000 ;    32.46  ;     0.73  ;    0.0000000000 ;     0.7271 ;
  64 ; 153 ; SAO DOMINGOS ;         0.0000000000 ;         0.0000000000 ;   131.30  ;     0.72  ;    0.0000000000 ;     0.7191 ;
  64 ; 155 ; RETIRO BAIXO ;         3.4001211534 ;         0.0489356309 ;   221.15  ;     0.64  ;    0.0024958061 ;     0.5373 ;
  64 ; 156 ; TRES MARIAS  ;        31.4633492301 ;         0.0013346488 ; 11889.00  ;    33.73  ;    0.0009868242 ;    18.6577 ;
  64 ; 162 ; QUEIMADO     ;         2.8833206884 ;         0.0312876246 ;   326.12  ;     1.12  ;    0.0014885022 ;     0.4282 ;
  64 ; 195 ; JAURU        ;         0.0000000000 ;         0.0000000000 ;    16.92  ;     0.06  ;    0.0000000000 ;     0.0556 ;
  64 ; 196 ; GUAPORE      ;         0.0000000000 ;         0.0000000000 ;    22.46  ;     0.07  ;    0.0000000000 ;     0.0738 ;
  64 ; 203 ; CORUMBA III  ;         3.5565114752 ;         0.0144885689 ;   840.50  ;     2.08  ;    0.0008244602 ;     1.8680 ;
  64 ; 227 ; SINOP        ;        21.5870189741 ;         0.0046111670 ;  2041.80  ;     1.02  ;    0.0000995413 ;     0.8178 ;
  64 ; 228 ; COLIDER      ;         0.0000000000 ;         0.0000000000 ;  1495.39  ;     1.50  ;    0.0000000000 ;     1.4990 ;
  64 ; 229 ; TELES PIRES  ;         0.0000000000 ;         0.0000000000 ;   961.11  ;     0.83  ;    0.0000000000 ;     0.8340 ;
  64 ; 230 ; SAO MANOEL   ;         0.0000000000 ;         0.0000000000 ;   566.12  ;    -0.63  ;    0.0000000000 ;    -0.6251 ;
  64 ; 241 ; SLT VERDINHO ;         0.0000000000 ;         0.0000000000 ;   392.58  ;     1.68  ;    0.0000000000 ;     1.6813 ;
  64 ; 249 ; OURINHOS     ;         0.0000000000 ;         0.0000000000 ;    20.86  ;     0.26  ;    0.0000000000 ;     0.2555 ;
  64 ; 251 ; SERRA MESA   ;        36.6920779978 ;         0.0008515170 ; 32775.00  ;    30.94  ;    0.0004061711 ;    13.3737 ;
  64 ; 252 ; CANA BRAVA   ;         0.0000000000 ;         0.0000000000 ;  2237.79  ;     3.74  ;    0.0000000000 ;     3.7449 ;
  64 ; 253 ; SAO SALVADOR ;         0.0000000000 ;         0.0000000000 ;   936.28  ;     2.18  ;    0.0000000000 ;     2.1840 ;
  64 ; 257 ; PEIXE ANGIC  ;        29.1215800594 ;         0.0038346431 ;  2476.85  ;     1.85  ;    0.0003908480 ;     1.6429 ;
  64 ; 261 ; LAJEADO      ;         0.0000000000 ;         0.0000000000 ;  5003.06  ;     1.88  ;    0.0000000000 ;     1.8780 ;
  64 ; 262 ; SALTO        ;         0.0000000000 ;         0.0000000000 ;   820.42  ;     2.53  ;    0.0000000000 ;     2.5301 ;
  64 ; 276 ; RONDON II    ;         6.6845410819 ;         0.0147589831 ;   335.23  ;     1.08  ;    0.0008879133 ;     0.8257 ;
  64 ; 281 ; PONTE PEDRA  ;         0.0000000000 ;         0.0000000000 ;    92.56  ;     0.52  ;    0.0000000000 ;     0.5157 ;
  64 ; 285 ; JIRAU        ;         0.0000000000 ;         0.0000000000 ;  2746.70  ;   -25.16  ;    0.0000000000 ;   -25.1631 ;
  64 ; 287 ; STO ANTONIO  ;         0.0000000000 ;         0.0000000000 ;  2282.80  ;   -23.70  ;    0.0000000000 ;   -23.6989 ;
  64 ; 290 ; ESPORA       ;         2.4223106383 ;         0.0375607731 ;   140.00  ;     0.94  ;    0.0016832014 ;     0.7027 ;
  64 ; 304 ; ITIQUIRA I   ;         0.0000000000 ;         0.0000000000 ;     4.99  ;     0.04  ;    0.0000000000 ;     0.0399 ;
  64 ; 305 ; ITIQUIRA II  ;         0.0000000000 ;         0.0000000000 ;     1.00  ;     0.00  ;    0.0000000000 ;     0.0019 ;
  64 ; 309 ; JURUENA      ;         0.0000000000 ;         0.0000000000 ;     2.93  ;     0.01  ;    0.0000000000 ;     0.0083 ;
  64 ; 310 ; DARDANELOS   ;         0.0000000000 ;         0.0000000000 ;     0.89  ;     0.00  ;    0.0000000000 ;     0.0029 ;
  64 ; 311 ; CACU         ;         0.8232674903 ;         0.0630606456 ;   211.60  ;     0.62  ;    0.0010123577 ;     0.5864 ;
  64 ; 312 ; B. COQUEIROS ;         0.0000000000 ;         0.0000000000 ;   321.43  ;     1.10  ;    0.0000000000 ;     1.0991 ;
  64 ; 315 ; FOZ R. CLARO ;         0.0000000000 ;         0.0000000000 ;    96.72  ;     0.41  ;    0.0000000000 ;     0.4076 ;
  64 ; 319 ; FICT.MAUA    ;         2.0600012130 ;         0.0134065382 ;  1805.00  ;     4.51  ;    0.0008285245 ;     3.9628 ;
  64 ; 117 ; GUARAPIRANGA ;         2.4982024277 ;         0.0438224963 ;    95.37  ;     0.85  ;    0.0020800719 ;     0.4553 ;
  64 ; 118 ; BILLINGS     ;         6.7793046992 ;         0.0103445431 ;   566.82  ;     3.89  ;    0.0016129626 ;     2.0676 ;
  64 ; 119 ; HENRY BORDEN ;         0.0000000000 ;         0.0000000000 ;     0.46  ;     0.00  ;    0.0000000000 ;     0.0000 ;
  64 ; 120 ; JAGUARI      ;         1.4993524354 ;         0.0237244119 ;   839.50  ;     1.54  ;    0.0006580682 ;     1.0218 ;
  64 ; 121 ; PARAIBUNA    ;         4.1064655618 ;         0.0070834859 ;  3414.00  ;     4.77  ;    0.0004944975 ;     3.4688 ;
  64 ; 122 ; SANTA BRANCA ;         1.0790113542 ;         0.0553053826 ;   285.00  ;     0.78  ;    0.0012233403 ;     0.4077 ;
  64 ; 123 ; FUNIL        ;         1.1211789397 ;         0.0334898327 ;   585.50  ;     0.70  ;    0.0004505771 ;     0.4308 ;
  64 ; 124 ; LAJES        ;         0.0000000000 ;         0.0465029191 ;   222.68  ;     0.75  ;    0.0000000000 ;     0.7500 ;
  64 ; 126 ; PICADA       ;         0.0000000000 ;         0.0000000000 ;     6.85  ;     0.04  ;    0.0000000000 ;     0.0404 ;
  64 ; 127 ; SOBRAGI      ;         0.0000000000 ;         0.0000000000 ;     0.09  ;     0.00  ;    0.0000000000 ;     0.0026 ;
  64 ; 129 ; SIMPLICIO    ;         0.0000000000 ;         0.0000000000 ;    13.45  ;     0.25  ;    0.0000000000 ;     0.2499 ;
  64 ; 130 ; ILHA POMBOS  ;         0.0000000000 ;         0.0000000000 ;     5.79  ;     0.15  ;    0.0000000000 ;     0.1480 ;
  64 ; 133 ; P. PASSOS    ;         0.0000000000 ;         0.0000000000 ;    16.26  ;     0.03  ;    0.0000000000 ;     0.0286 ;
  64 ; 185 ; BARRA BRAUNA ;         0.0000000000 ;         0.0000000000 ;    34.00  ;     0.33  ;    0.0000000000 ;     0.3268 ;
  64 ; 134 ; SALTO GRANDE ;         0.0000000000 ;         0.0000000000 ;    67.86  ;     0.16  ;    0.0000000000 ;     0.1624 ;
  64 ; 135 ; P. ESTRELA   ;         0.1222219020 ;         0.2717388868 ;    72.50  ;     0.12  ;    0.0005313991 ;     0.0993 ;
  64 ; 139 ; CANDONGA     ;         0.0000000000 ;         0.0000000000 ;    29.75  ;     0.06  ;    0.0000000000 ;     0.0610 ;
  64 ; 143 ; AIMORES      ;         0.0000000000 ;         0.0000000000 ;   179.25  ;     1.82  ;    0.0000000000 ;     1.8248 ;
  64 ; 144 ; MASCARENHAS  ;         0.0000000000 ;         0.0000000000 ;    21.68  ;     0.11  ;    0.0000000000 ;     0.1053 ;
  64 ; 145 ; SUICA        ;         0.0000000000 ;         0.0000000000 ;     0.35  ;     0.00  ;    0.0000000000 ;     0.0046 ;
  64 ; 192 ; GUILMAN-AMOR ;         0.0000000000 ;         0.0000000000 ;    11.33  ;     0.02  ;    0.0000000000 ;     0.0200 ;
  64 ; 193 ; SA CARVALHO  ;         0.0000000000 ;         0.0000000000 ;     1.53  ;     0.02  ;    0.0000000000 ;     0.0152 ;
  64 ; 217 ; ROSAL        ;         0.0000000000 ;         0.0000000000 ;    17.19  ;     0.07  ;    0.0000000000 ;     0.0653 ;
  64 ; 279 ; SAMUEL       ;        71.6445511158 ;         0.0024231160 ;  2218.33  ;     4.90  ;    0.0010416184 ;     2.2388 ;
  64 ; 148 ; IRAPE        ;         2.1079490813 ;         0.0099372161 ;  4115.93  ;     4.91  ;    0.0005132051 ;     3.0161 ;
  64 ; 283 ; STA CLARA MG ;         0.0000000000 ;         0.0000000000 ;   148.40  ;     0.40  ;    0.0000000000 ;     0.4028 ;
  64 ; 001 ; CAMARGOS     ;         3.6059576891 ;         0.0181296041 ;   456.00  ;     2.16  ;    0.0013074917 ;     1.2768 ;
  64 ; 002 ; ITUTINGA     ;         0.0000000000 ;         0.0000000000 ;    10.64  ;     0.06  ;    0.0000000000 ;     0.0640 ;
  64 ; 006 ; FURNAS       ;        52.9171960114 ;         0.0009483728 ; 14341.50  ;    41.91  ;    0.0010037046 ;    24.6249 ;
  64 ; 007 ; M. DE MORAES ;         9.5047621539 ;         0.0051566642 ;  2790.00  ;     7.56  ;    0.0009067380 ;     5.2930 ;
  64 ; 008 ; ESTREITO     ;         0.0000000000 ;         0.0000000000 ;  1331.40  ;     1.77  ;    0.0000000000 ;     1.7681 ;
  64 ; 009 ; JAGUARA      ;         0.0000000000 ;         0.0000000000 ;   418.20  ;     1.49  ;    0.0000000000 ;     1.4916 ;
  64 ; 010 ; IGARAPAVA    ;         0.0000000000 ;         0.0000000000 ;   234.83  ;     2.50  ;    0.0000000000 ;     2.4960 ;
  64 ; 011 ; VOLTA GRANDE ;         0.0000000000 ;         0.0000000000 ;  2200.40  ;    10.48  ;    0.0000000000 ;    10.4832 ;
  64 ; 012 ; P. COLOMBIA  ;         0.0000000000 ;         0.0000000000 ;  1420.84  ;     7.91  ;    0.0000000000 ;     7.9145 ;
  64 ; 014 ; CACONDE      ;         1.0142200769 ;         0.0465772555 ;   303.00  ;     1.01  ;    0.0011573699 ;     0.4289 ;
  64 ; 015 ; E. DA CUNHA  ;         0.0000000000 ;         0.0000000000 ;    12.79  ;     0.04  ;    0.0000000000 ;     0.0449 ;
  64 ; 016 ; A.S.OLIVEIRA ;         0.0000000000 ;         0.0000000000 ;    22.75  ;     0.12  ;    0.0000000000 ;     0.1215 ;
  64 ; 017 ; MARIMBONDO   ;        17.7957914518 ;         0.0032533947 ;  3520.00  ;    17.71  ;    0.0016790053 ;     8.8755 ;
  64 ; 018 ; A. VERMELHA  ;        24.9762414715 ;         0.0018847878 ;  8440.50  ;    27.88  ;    0.0012474852 ;    21.4307 ;
  64 ; 034 ; I. SOLTEIRA  ;        39.2787702310 ;         0.0009090360 ; 18311.81  ;    62.99  ;    0.0010176158 ;    57.3963 ;
  64 ; 024 ; EMBORCACAO   ;         7.8310016499 ;         0.0031850576 ; 11197.00  ;    11.50  ;    0.0004489594 ;     5.6357 ;
  64 ; 025 ; NOVA PONTE   ;         8.5407091696 ;         0.0033108594 ;  7602.00  ;    11.87  ;    0.0005655417 ;     6.0035 ;
  64 ; 026 ; MIRANDA      ;         1.4658259321 ;         0.0207164895 ;  1047.00  ;     1.76  ;    0.0005617852 ;     1.6828 ;
  64 ; 030 ; CORUMBA I    ;         1.7540034513 ;         0.0224560616 ;   985.00  ;     1.64  ;    0.0007286782 ;     0.8861 ;
  64 ; 031 ; ITUMBIARA    ;        22.3332555697 ;         0.0018117569 ; 10800.00  ;    22.57  ;    0.0008497110 ;    11.9839 ;
  64 ; 032 ; CACH.DOURADA ;         0.0000000000 ;         0.0000000000 ;   464.97  ;     3.04  ;    0.0000000000 ;     3.0360 ;
  64 ; 033 ; SAO SIMAO    ;        24.7902202339 ;         0.0018635009 ;  9770.00  ;    24.55  ;    0.0010625218 ;    18.6606 ;
  64 ; 037 ; BARRA BONITA ;        15.4418711008 ;         0.0039127558 ;  1852.00  ;    14.79  ;    0.0019334487 ;     9.8282 ;
  64 ; 038 ; A.S. LIMA    ;         0.0000000000 ;         0.0000000000 ;   525.23  ;     4.00  ;    0.0000000000 ;     4.0032 ;
  64 ; 039 ; IBITINGA     ;         0.0000000000 ;         0.0000000000 ;   962.68  ;     7.23  ;    0.0000000000 ;     7.2337 ;
  64 ; 040 ; PROMISSAO    ;        16.4759239354 ;         0.0019749462 ;  6344.00  ;    30.77  ;    0.0010087110 ;    28.6245 ;
  64 ; 042 ; NAVANHANDAVA ;         0.0000000000 ;         0.0000000000 ;  2666.00  ;    12.72  ;    0.0000000000 ;    12.7200 ;
  64 ; 043 ; TRES IRMAOS  ;        27.2223430247 ;         0.0014408473 ; 11647.50  ;    41.59  ;    0.0011766972 ;    37.5314 ;
  64 ; 045 ; JUPIA        ;         0.0000000000 ;         0.0000000000 ;  3249.13  ;    18.97  ;    0.0000000000 ;    18.9660 ;
  64 ; 046 ; P. PRIMAVERA ;         0.0000000000 ;         0.0000000000 ; 16138.51  ;    73.88  ;    0.0000000000 ;    73.8794 ;
  64 ; 278 ; MANSO        ;        13.2953080577 ;         0.0030504947 ;  5861.50  ;    11.24  ;    0.0006894735 ;     9.2079 ;
  64 ; 047 ; A.A. LAYDNER ;        14.9846856680 ;         0.0025911672 ;  5425.50  ;    24.81  ;    0.0012424904 ;    20.8727 ;
  64 ; 049 ; CHAVANTES    ;        12.0401537215 ;         0.0028594499 ;  7274.50  ;    24.50  ;    0.0012049876 ;    20.8318 ;
  64 ; 050 ; L.N. GARCEZ  ;         0.0000000000 ;         0.0000000000 ;    39.01  ;     0.63  ;    0.0000000000 ;     0.6259 ;
  64 ; 051 ; CANOAS II    ;         0.0000000000 ;         0.0000000000 ;   144.69  ;     1.36  ;    0.0000000000 ;     1.3642 ;
  64 ; 052 ; CANOAS I     ;         0.0000000000 ;         0.0000000000 ;   205.82  ;     1.72  ;    0.0000000000 ;     1.7175 ;
  64 ; 061 ; CAPIVARA     ;        20.1868936523 ;         0.0021978940 ;  7678.00  ;    24.53  ;    0.0011979536 ;    17.6727 ;
  64 ; 062 ; TAQUARUCU    ;         0.0000000000 ;         0.0000000000 ;   649.62  ;     3.43  ;    0.0000000000 ;     3.4307 ;
  64 ; 063 ; ROSANA       ;         0.0000000000 ;         0.0000000000 ;  1847.58  ;     8.49  ;    0.0000000000 ;     8.4887 ;
  64 ; 057 ; MAUA         ;         2.0600012130 ;         0.0134065382 ;  1805.00  ;     4.51  ;    0.0008285245 ;     3.9628 ;
  64 ; 071 ; STA CLARA PR ;         0.5607531559 ;         0.0646378525 ;   300.00  ;     0.82  ;    0.0009605158 ;     0.5660 ;
  64 ; 072 ; FUNDAO       ;         0.0000000000 ;         0.0000000000 ;    34.48  ;     0.12  ;    0.0000000000 ;     0.1246 ;
  64 ; 074 ; G.B. MUNHOZ  ;         2.2696448915 ;         0.0104446953 ;  3876.50  ;     5.88  ;    0.0007230254 ;     3.1271 ;
  64 ; 083 ; BAIXO IGUACU ;         0.0000000000 ;         0.0000000000 ;   201.24  ;     1.75  ;    0.0000000000 ;     1.7501 ;
  64 ; 086 ; BARRA GRANDE ;         1.0942834933 ;         0.0133665974 ;  3808.12  ;     4.06  ;    0.0004022383 ;     3.1780 ;
  64 ; 088 ; SAO ROQUE    ;         1.8334393865 ;         0.0290801497 ;   566.19  ;     1.83  ;    0.0014128923 ;     1.1834 ;
  64 ; 089 ; GARIBALDI    ;         1.5099999905 ;         0.0396322086 ;   264.00  ;     1.27  ;    0.0015260382 ;     1.1698 ;
  64 ; 090 ; CAMPOS NOVOS ;         0.2400000329 ;         0.0318245291 ;  1398.50  ;     1.73  ;    0.0002100419 ;     1.6943 ;
  64 ; 091 ; MACHADINHO   ;         1.1289648500 ;         0.0141914916 ;  2811.50  ;     5.46  ;    0.0006168353 ;     4.8080 ;
  64 ; 092 ; ITA          ;         0.0000000000 ;         0.0000000000 ;  4924.26  ;     8.75  ;    0.0000000000 ;     8.7532 ;
  64 ; 093 ; PASSO FUNDO  ;         7.0780760523 ;         0.0088278891 ;   887.00  ;     8.64  ;    0.0024056521 ;     5.2590 ;
  64 ; 094 ; MONJOLINHO   ;         0.0000000000 ;         0.0000000000 ;   147.29  ;     0.33  ;    0.0000000000 ;     0.3257 ;
  64 ; 095 ; QUEBRA QUEIX ;         0.2070684507 ;         0.1954227774 ;   124.00  ;     0.36  ;    0.0015781698 ;     0.3221 ;
  64 ; 101 ; SAO JOSE     ;         0.0000000000 ;         0.0000000000 ;   178.85  ;     1.90  ;    0.0000000000 ;     1.9003 ;
  64 ; 102 ; PASSO S JOAO ;         0.0000000000 ;         0.0000000000 ;    95.99  ;     1.49  ;    0.0000000000 ;     1.4893 ;
  64 ; 103 ; FOZ CHAPECO  ;         0.0000000000 ;         0.0000000000 ;  1466.16  ;     4.52  ;    0.0000000000 ;     4.5183 ;
  64 ; 097 ; CASTRO ALVES ;         0.0000000000 ;         0.0000000000 ;    92.46  ;     0.27  ;    0.0000000000 ;     0.2664 ;
  64 ; 098 ; MONTE CLARO  ;         0.0000000000 ;         0.0000000000 ;    11.35  ;     0.11  ;    0.0000000000 ;     0.1054 ;
  64 ; 099 ; 14 DE JULHO  ;         0.0000000000 ;         0.0000000000 ;    55.42  ;     0.44  ;    0.0000000000 ;     0.4364 ;
  64 ; 110 ; ERNESTINA    ;         5.1198936867 ;         0.0215038088 ;   140.00  ;     2.26  ;    0.0045139858 ;     1.1843 ;
  64 ; 111 ; PASSO REAL   ;         7.5903248444 ;         0.0062442752 ;  1967.50  ;    10.49  ;    0.0016351647 ;     5.0050 ;
  64 ; 112 ; JACUI        ;         0.0000000000 ;         0.0000000000 ;    19.60  ;     0.41  ;    0.0000000000 ;     0.4128 ;
  64 ; 113 ; ITAUBA       ;         0.0000000000 ;         0.0000000000 ;   594.90  ;     1.16  ;    0.0000000000 ;     1.1560 ;
  64 ; 114 ; D. FRANCISCA ;         0.0000000000 ;         0.0000000000 ;   320.41  ;     1.25  ;    0.0000000000 ;     1.2474 ;
  64 ; 115 ; G.P. SOUZA   ;         0.5616727993 ;         0.1222814588 ;   101.00  ;     0.30  ;    0.0013049612 ;     0.0923 ;
  64 ; 215 ; SALTO PILAO  ;         0.0000000000 ;         0.0000000000 ;     0.28  ;     0.00  ;    0.0000000000 ;     0.0035 ;
  64 ; 073 ; JORDAO       ;         0.0000000000 ;         0.3199999928 ;    97.50  ;     0.07  ;    0.0000000000 ;     0.0750 ;
  64 ; 076 ; SEGREDO      ;         1.3924116413 ;         0.0130980989 ;  2756.00  ;     5.87  ;    0.0006930419 ;     5.6030 ;
  64 ; 077 ; SLT.SANTIAGO ;         3.4354584971 ;         0.0058434615 ;  4718.50  ;    12.84  ;    0.0007628488 ;     9.7022 ;
  64 ; 078 ; SALTO OSORIO ;         0.0000000000 ;         0.0000000000 ;  1090.90  ;     3.86  ;    0.0000000000 ;     3.8640 ;
  64 ; 082 ; SALTO CAXIAS ;         0.0000000000 ;         0.0000000000 ;  3472.49  ;     9.19  ;    0.0000000000 ;     9.1929 ;
  64 ; 169 ; SOBRADINHO   ;       293.1382002506 ;         0.0003409140 ; 19781.50  ;   156.02  ;    0.0027981778 ;    75.7943 ;
  64 ; 172 ; ITAPARICA    ;        41.4330468420 ;         0.0014443641 ;  9008.00  ;    25.09  ;    0.0010472771 ;    21.3732 ;
  64 ; 176 ; COMP PAF-MOX ;         0.0000000000 ;         0.0000000000 ;  1212.00  ;     7.46  ;    0.0000000000 ;     7.4550 ;
